serial;ambient_temp_C;humidity;object_temp_C;cooling_state;critical_level;time_min;ambient_slope;ambient_rolling_mean;class
1;-11.19;0.64;-11.19;0.0;0;1;0.0;-11.19;0
2;-11.19;0.64;-11.19;0.0;0;2;0.0;-11.19;0
3;-11.19;0.64;-11.19;0.0;0;3;0.0;-11.19;0
4;-11.19;0.64;-11.19;0.0;0;4;0.0;-11.19;0
5;-11.19;0.64;-11.19;0.0;0;5;0.0;-11.19;0
6;-11.19;0.64;-11.19;0.0;0;6;0.0;-11.19;0
7;-11.19;0.64;-11.19;0.0;0;7;0.0;-11.19;0
8;-11.19;0.61;-11.19;0.0;0;8;0.0;-11.19;0
9;-11.19;0.61;-11.19;0.0;0;9;0.0;-11.19;0
10;-11.19;0.59;-11.19;0.0;0;10;0.0;-11.19;0
11;-11.19;0.58;-11.19;0.0;0;11;0.0;-11.19;0
12;-11.19;0.58;-11.19;0.0;0;12;0.0;-11.19;0
13;-11.19;0.56;-11.19;0.0;0;13;0.0;-11.19;0
14;-11.19;0.55;-11.19;0.0;0;14;0.0;-11.19;0
15;-11.19;0.54;-11.19;0.0;0;15;0.0;-11.19;0
16;-11.19;0.53;-11.19;0.0;0;16;0.0;-11.19;0
17;-11.19;0.52;-11.19;0.0;0;17;0.0;-11.19;0
18;-11.19;0.52;-11.19;0.0;0;18;0.0;-11.19;0
19;-11.19;0.52;-11.19;0.0;0;19;0.0;-11.19;0
20;-11.19;0.52;-11.19;0.0;0;20;0.0;-11.19;0
21;-11.19;0.51;-11.19;0.0;0;21;0.0;-11.19;0
22;-11.19;0.5;-11.19;0.0;0;22;0.0;-11.19;0
23;-11.19;0.5;-11.19;0.0;0;23;0.0;-11.19;0
24;-11.19;0.49;-11.19;0.0;0;24;0.0;-11.19;0
25;-11.19;0.48;-11.19;0.0;0;25;0.0;-11.19;0
26;-11.19;0.49;-11.19;0.0;0;26;0.0;-11.19;0
27;-11.19;0.49;-11.19;0.0;0;27;0.0;-11.19;0
28;-11.19;0.49;-11.19;0.0;0;28;0.0;-11.19;0
29;-11.19;0.48;-11.19;0.0;0;29;0.0;-11.19;0
30;-11.19;0.48;-11.19;0.0;0;30;0.0;-11.19;0
31;-11.19;0.48;-11.19;0.0;0;31;0.0;-11.19;0
32;-11.19;0.47;-11.19;0.0;0;32;0.0;-11.19;0
33;-11.19;0.47;-11.19;0.0;0;33;0.0;-11.19;0
34;-11.19;0.46;-11.19;0.0;0;34;0.0;-11.19;0
35;-11.19;0.46;-11.19;0.0;0;35;0.0;-11.19;0
36;-11.19;0.46;-11.19;0.0;0;36;0.0;-11.19;0
37;-11.19;0.47;-11.19;0.0;0;37;0.0;-11.19;0
38;-11.25;0.46;-11.25;0.0;0;38;-0.0600000000000005;-11.202;0
39;-11.19;0.46;-11.19;0.0;0;39;0.0600000000000005;-11.201999999999998;0
40;-11.25;0.46;-11.25;0.0;0;40;-0.0600000000000005;-11.213999999999999;0
41;-11.19;0.46;-11.19;0.0;0;41;0.0600000000000005;-11.214;0
42;-11.25;0.45;-11.25;0.0;0;42;-0.0600000000000005;-11.226;0
43;-11.19;0.45;-11.19;0.0;0;43;0.0600000000000005;-11.214;0
44;-11.25;0.45;-11.25;0.0;0;44;-0.0600000000000005;-11.225999999999999;0
45;-11.19;0.45;-11.19;0.0;0;45;0.0600000000000005;-11.213999999999999;0
46;-11.19;0.45;-11.19;0.0;0;46;0.0;-11.213999999999999;0
47;-11.19;0.45;-11.19;0.0;0;47;0.0;-11.202;0
48;-11.25;0.45;-11.25;0.0;0;48;-0.0600000000000005;-11.214;0
49;-11.25;0.45;-11.25;0.0;0;49;0.0;-11.214;0
50;-11.19;0.45;-11.19;0.0;0;50;0.0600000000000005;-11.214;0
51;-11.19;0.45;-11.19;0.0;0;51;0.0;-11.213999999999999;0
52;-11.25;0.45;-11.25;0.0;0;52;-0.0600000000000005;-11.225999999999999;0
53;-11.25;0.45;-11.25;0.0;0;53;0.0;-11.225999999999999;0
54;-11.25;0.45;-11.25;0.0;0;54;0.0;-11.225999999999999;0
55;-11.25;0.45;-11.25;0.0;0;55;0.0;-11.238;0
56;-11.19;0.45;-11.19;0.0;0;56;0.0600000000000005;-11.238;0
57;-11.19;0.44;-11.19;0.0;0;57;0.0;-11.226;0
58;-11.25;0.44;-11.25;0.0;0;58;-0.0600000000000005;-11.226;0
59;-11.25;0.44;-11.25;0.0;0;59;0.0;-11.226;0
60;-11.25;0.44;-11.25;0.0;0;60;0.0;-11.226;0
61;-11.19;0.44;-11.19;0.0;0;61;0.0600000000000005;-11.225999999999999;0
62;-11.25;0.44;-11.25;0.0;0;62;-0.0600000000000005;-11.238;0
63;-11.25;0.44;-11.25;0.0;0;63;0.0;-11.238;0
64;-11.25;0.44;-11.25;0.0;0;64;0.0;-11.238;0
65;-11.19;0.44;-11.19;0.0;0;65;0.0600000000000005;-11.225999999999999;0
66;-11.25;0.44;-11.25;0.0;0;66;-0.0600000000000005;-11.238;0
67;-11.25;0.44;-11.25;0.0;0;67;0.0;-11.238;0
68;-11.25;0.44;-11.25;0.0;0;68;0.0;-11.238;0
69;-11.19;0.44;-11.19;0.0;0;69;0.0600000000000005;-11.225999999999999;0
70;-11.19;0.44;-11.19;0.0;0;70;0.0;-11.226;0
71;-11.25;0.44;-11.25;0.0;0;71;-0.0600000000000005;-11.226;0
72;-11.19;0.44;-11.19;0.0;0;72;0.0600000000000005;-11.214;0
73;-11.25;0.45;-11.25;0.0;0;73;-0.0600000000000005;-11.214;0
74;-11.25;0.45;-11.25;0.0;0;74;0.0;-11.225999999999999;0
75;-11.25;0.45;-11.25;0.0;0;75;0.0;-11.238;0
76;-11.25;0.45;-11.25;0.0;0;76;0.0;-11.238;0
77;-11.25;0.45;-11.25;0.0;0;77;0.0;-11.25;0
78;-11.25;0.45;-11.25;0.0;0;78;0.0;-11.25;0
79;-11.25;0.45;-11.25;0.0;0;79;0.0;-11.25;0
80;-11.25;0.45;-11.25;0.0;0;80;0.0;-11.25;0
81;-11.25;0.45;-11.25;0.0;0;81;0.0;-11.25;0
82;-11.25;0.46;-11.25;0.0;0;82;0.0;-11.25;0
83;-11.25;0.46;-11.25;0.0;0;83;0.0;-11.25;0
84;-11.25;0.46;-11.25;0.0;0;84;0.0;-11.25;0
85;-11.25;0.46;-11.25;0.0;0;85;0.0;-11.25;0
86;-11.25;0.46;-11.25;0.0;0;86;0.0;-11.25;0
87;-11.25;0.46;-11.25;0.0;0;87;0.0;-11.25;0
88;-11.25;0.46;-11.25;0.0;0;88;0.0;-11.25;0
89;-11.25;0.45;-11.25;0.0;0;89;0.0;-11.25;0
90;-11.25;0.46;-11.25;0.0;0;90;0.0;-11.25;0
91;-11.25;0.46;-11.25;0.0;0;91;0.0;-11.25;0
92;-11.25;0.46;-11.25;0.0;0;92;0.0;-11.25;0
93;-11.25;0.46;-11.25;0.0;0;93;0.0;-11.25;0
94;-11.25;0.46;-11.25;0.0;0;94;0.0;-11.25;0
95;-11.25;0.46;-11.25;0.0;0;95;0.0;-11.25;0
96;-11.25;0.46;-11.25;0.0;0;96;0.0;-11.25;0
97;-11.25;0.46;-11.25;0.0;0;97;0.0;-11.25;0
98;-11.25;0.47;-11.25;0.0;0;98;0.0;-11.25;0
99;-11.25;0.47;-11.25;0.0;0;99;0.0;-11.25;0
100;-11.25;0.47;-11.25;0.0;0;100;0.0;-11.25;0
101;-11.25;0.47;-11.25;0.0;0;101;0.0;-11.25;0
102;-11.25;0.47;-11.25;0.0;0;102;0.0;-11.25;0
103;-11.19;0.47;-11.19;0.0;0;103;0.0600000000000005;-11.238;0
104;-11.25;0.47;-11.25;0.0;0;104;-0.0600000000000005;-11.238;0
105;-11.25;0.47;-11.25;0.0;0;105;0.0;-11.238;0
106;-11.25;0.47;-11.25;0.0;0;106;0.0;-11.238;0
107;-11.25;0.47;-11.25;0.0;0;107;0.0;-11.238;0
108;-11.25;0.47;-11.25;0.0;0;108;0.0;-11.25;0
109;-11.25;0.47;-11.25;0.0;0;109;0.0;-11.25;0
110;-11.25;0.47;-11.25;0.0;0;110;0.0;-11.25;0
111;-11.25;0.47;-11.25;0.0;0;111;0.0;-11.25;0
112;-11.25;0.47;-11.25;0.0;0;112;0.0;-11.25;0
113;-11.25;0.47;-11.25;0.0;0;113;0.0;-11.25;0
114;-11.25;0.47;-11.25;0.0;0;114;0.0;-11.25;0
115;-11.25;0.48;-11.25;0.0;0;115;0.0;-11.25;0
116;-11.25;0.48;-11.25;0.0;0;116;0.0;-11.25;0
117;-11.25;0.48;-11.25;0.0;0;117;0.0;-11.25;0
118;-11.25;0.48;-11.25;0.0;0;118;0.0;-11.25;0
119;-11.25;0.48;-11.25;0.0;0;119;0.0;-11.25;0
120;-11.25;0.48;-11.25;0.0;0;120;0.0;-11.25;0
121;-11.25;0.48;-11.25;0.0;0;121;0.0;-11.25;0
122;-11.25;0.48;-11.25;0.0;0;122;0.0;-11.25;0
123;-11.25;0.48;-11.25;0.0;0;123;0.0;-11.25;0
124;-11.25;0.48;-11.25;0.0;0;124;0.0;-11.25;0
125;-11.25;0.49;-11.25;0.0;0;125;0.0;-11.25;0
126;-11.25;0.49;-11.25;0.0;0;126;0.0;-11.25;0
127;-11.25;0.49;-11.25;0.0;0;127;0.0;-11.25;0
128;-11.25;0.49;-11.25;0.0;0;128;0.0;-11.25;0
129;-11.25;0.49;-11.25;0.0;0;129;0.0;-11.25;0
130;-11.25;0.49;-11.25;0.0;0;130;0.0;-11.25;0
131;-11.25;0.49;-11.25;0.0;0;131;0.0;-11.25;0
132;-11.25;0.49;-11.25;0.0;0;132;0.0;-11.25;0
133;-11.25;0.49;-11.25;0.0;0;133;0.0;-11.25;0
134;-11.25;0.49;-11.25;0.0;0;134;0.0;-11.25;0
135;-11.25;0.5;-11.25;0.0;0;135;0.0;-11.25;0
136;-11.25;0.5;-11.25;0.0;0;136;0.0;-11.25;0
137;-11.25;0.5;-11.25;0.0;0;137;0.0;-11.25;0
138;-11.25;0.5;-11.25;0.0;0;138;0.0;-11.25;0
139;-11.25;0.5;-11.25;0.0;0;139;0.0;-11.25;0
140;-11.25;0.5;-11.25;0.0;0;140;0.0;-11.25;0
141;-11.25;0.5;-11.25;0.0;0;141;0.0;-11.25;0
142;-11.25;0.5;-11.25;0.0;0;142;0.0;-11.25;0
143;-11.25;0.5;-11.25;0.0;0;143;0.0;-11.25;0
144;-11.25;0.5;-11.25;0.0;0;144;0.0;-11.25;0
145;-11.25;0.5;-11.25;0.0;0;145;0.0;-11.25;0
146;-11.25;0.5;-11.25;0.0;0;146;0.0;-11.25;0
147;-11.25;0.5;-11.25;0.0;0;147;0.0;-11.25;0
148;-11.25;0.5;-11.25;0.0;0;148;0.0;-11.25;0
149;-11.25;0.51;-11.25;0.0;0;149;0.0;-11.25;0
150;-11.25;0.51;-11.25;0.0;0;150;0.0;-11.25;0
151;-11.25;0.51;-11.25;0.0;0;151;0.0;-11.25;0
152;-11.25;0.51;-11.25;0.0;0;152;0.0;-11.25;0
153;-11.25;0.51;-11.25;0.0;0;153;0.0;-11.25;0
154;-11.25;0.51;-11.25;0.0;0;154;0.0;-11.25;0
155;-11.25;0.51;-11.25;0.0;0;155;0.0;-11.25;0
156;-11.25;0.51;-11.25;0.0;0;156;0.0;-11.25;0
157;-11.25;0.51;-11.25;0.0;0;157;0.0;-11.25;0
158;-11.25;0.51;-11.25;0.0;0;158;0.0;-11.25;0
159;-11.25;0.51;-11.25;0.0;0;159;0.0;-11.25;0
160;-11.25;0.51;-11.25;0.0;0;160;0.0;-11.25;0
161;-11.25;0.51;-11.25;0.0;0;161;0.0;-11.25;0
162;-11.25;0.51;-11.25;0.0;0;162;0.0;-11.25;0
163;-11.25;0.51;-11.25;0.0;0;163;0.0;-11.25;0
164;-11.25;0.51;-11.25;0.0;0;164;0.0;-11.25;0
165;-11.25;0.51;-11.25;0.0;0;165;0.0;-11.25;0
166;-11.25;0.51;-11.25;0.0;0;166;0.0;-11.25;0
167;-11.25;0.51;-11.25;0.0;0;167;0.0;-11.25;0
168;-11.25;0.51;-11.25;0.0;0;168;0.0;-11.25;0
169;-11.25;0.51;-11.25;0.0;0;169;0.0;-11.25;0
170;-11.25;0.51;-11.25;0.0;0;170;0.0;-11.25;0
171;-11.25;0.51;-11.25;0.0;0;171;0.0;-11.25;0
172;-11.25;0.51;-11.25;0.0;0;172;0.0;-11.25;0
173;-11.25;0.51;-11.25;0.0;0;173;0.0;-11.25;0
174;-11.25;0.51;-11.25;0.0;0;174;0.0;-11.25;0
175;-11.25;0.51;-11.25;0.0;0;175;0.0;-11.25;0
176;-11.25;0.51;-11.25;0.0;0;176;0.0;-11.25;0
177;-11.25;0.51;-11.25;0.0;0;177;0.0;-11.25;0
178;-11.25;0.51;-11.25;0.0;0;178;0.0;-11.25;0
179;-11.25;0.51;-11.25;0.0;0;179;0.0;-11.25;0
180;-11.25;0.52;-11.25;0.0;0;180;0.0;-11.25;0
181;-11.25;0.52;-11.25;0.0;0;181;0.0;-11.25;0
182;-11.25;0.52;-11.25;0.0;0;182;0.0;-11.25;0
183;-11.25;0.52;-11.25;0.0;0;183;0.0;-11.25;0
184;-11.25;0.52;-11.25;0.0;0;184;0.0;-11.25;0
185;-11.25;0.52;-11.25;0.0;0;185;0.0;-11.25;0
186;-11.25;0.52;-11.25;0.0;0;186;0.0;-11.25;0
187;-11.25;0.52;-11.25;0.0;0;187;0.0;-11.25;0
188;-11.25;0.52;-11.25;0.0;0;188;0.0;-11.25;0
189;-11.25;0.52;-11.25;0.0;0;189;0.0;-11.25;0
190;-11.25;0.52;-11.25;0.0;0;190;0.0;-11.25;0
191;-11.25;0.52;-11.25;0.0;0;191;0.0;-11.25;0
192;-11.25;0.52;-11.25;0.0;0;192;0.0;-11.25;0
193;-11.25;0.52;-11.25;0.0;0;193;0.0;-11.25;0
194;-11.25;0.52;-11.25;0.0;0;194;0.0;-11.25;0
195;-11.25;0.53;-11.25;0.0;0;195;0.0;-11.25;0
196;-11.25;0.53;-11.25;0.0;0;196;0.0;-11.25;0
197;-11.25;0.53;-11.25;0.0;0;197;0.0;-11.25;0
198;-11.25;0.53;-11.25;0.0;0;198;0.0;-11.25;0
199;-11.25;0.53;-11.25;0.0;0;199;0.0;-11.25;0
200;-11.25;0.53;-11.25;0.0;0;200;0.0;-11.25;0
201;-11.25;0.53;-11.25;0.0;0;201;0.0;-11.25;0
202;-11.25;0.53;-11.25;0.0;0;202;0.0;-11.25;0
203;-11.25;0.53;-11.25;0.0;0;203;0.0;-11.25;0
204;-11.25;0.53;-11.25;0.0;0;204;0.0;-11.25;0
205;-11.25;0.53;-11.25;0.0;0;205;0.0;-11.25;0
206;-11.25;0.53;-11.25;0.0;0;206;0.0;-11.25;0
207;-11.25;0.53;-11.25;0.0;0;207;0.0;-11.25;0
208;-11.25;0.53;-11.25;0.0;0;208;0.0;-11.25;0
209;-11.25;0.53;-11.25;0.0;0;209;0.0;-11.25;0
210;-11.25;0.53;-11.25;0.0;0;210;0.0;-11.25;0
211;-11.25;0.53;-11.25;0.0;0;211;0.0;-11.25;0
212;-11.25;0.53;-11.25;0.0;0;212;0.0;-11.25;0
213;-11.25;0.54;-11.25;0.0;0;213;0.0;-11.25;0
214;-11.25;0.54;-11.25;0.0;0;214;0.0;-11.25;0
215;-11.25;0.54;-11.25;0.0;0;215;0.0;-11.25;0
216;-11.25;0.54;-11.25;0.0;0;216;0.0;-11.25;0
217;-11.25;0.54;-11.25;0.0;0;217;0.0;-11.25;0
218;-11.25;0.54;-11.25;0.0;0;218;0.0;-11.25;0
219;-11.25;0.54;-11.25;0.0;0;219;0.0;-11.25;0
220;-11.25;0.54;-11.25;0.0;0;220;0.0;-11.25;0
221;-11.25;0.54;-11.25;0.0;0;221;0.0;-11.25;0
222;-11.25;0.54;-11.25;0.0;0;222;0.0;-11.25;0
223;-11.25;0.54;-11.25;0.0;0;223;0.0;-11.25;0
224;-11.25;0.54;-11.25;0.0;0;224;0.0;-11.25;0
225;-11.25;0.54;-11.25;0.0;0;225;0.0;-11.25;0
226;-11.25;0.54;-11.25;0.0;0;226;0.0;-11.25;0
227;-11.25;0.54;-11.25;0.0;0;227;0.0;-11.25;0
228;-11.25;0.54;-11.25;0.0;0;228;0.0;-11.25;0
229;-11.25;0.54;-11.25;0.0;0;229;0.0;-11.25;0
230;-11.25;0.54;-11.25;0.0;0;230;0.0;-11.25;0
231;-11.25;0.54;-11.25;0.0;0;231;0.0;-11.25;0
232;-11.25;0.54;-11.25;0.0;0;232;0.0;-11.25;0
233;-11.25;0.54;-11.25;0.0;0;233;0.0;-11.25;0
234;-11.25;0.54;-11.25;0.0;0;234;0.0;-11.25;0
235;-11.25;0.54;-11.25;0.0;0;235;0.0;-11.25;0
236;-11.25;0.54;-11.25;0.0;0;236;0.0;-11.25;0
237;-11.25;0.54;-11.25;0.0;0;237;0.0;-11.25;0
238;-11.25;0.54;-11.25;0.0;0;238;0.0;-11.25;0
239;-11.25;0.54;-11.25;0.0;0;239;0.0;-11.25;0
240;-11.25;0.55;-11.25;0.0;0;240;0.0;-11.25;0
241;-11.25;0.55;-11.25;0.0;0;241;0.0;-11.25;0
242;-11.25;0.55;-11.25;0.0;0;242;0.0;-11.25;0
243;-11.25;0.55;-11.25;0.0;0;243;0.0;-11.25;0
244;-11.25;0.55;-11.25;0.0;0;244;0.0;-11.25;0
245;-11.25;0.55;-11.25;0.0;0;245;0.0;-11.25;0
246;-11.25;0.55;-11.25;0.0;0;246;0.0;-11.25;0
247;-11.25;0.55;-11.25;0.0;0;247;0.0;-11.25;0
248;-11.25;0.55;-11.25;0.0;0;248;0.0;-11.25;0
249;-11.25;0.55;-11.25;0.0;0;249;0.0;-11.25;0
250;-11.25;0.55;-11.25;0.0;0;250;0.0;-11.25;0
251;-11.25;0.55;-11.25;0.0;0;251;0.0;-11.25;0
252;-11.25;0.55;-11.25;0.0;0;252;0.0;-11.25;0
253;-11.25;0.55;-11.25;0.0;0;253;0.0;-11.25;0
254;-11.25;0.55;-11.25;0.0;0;254;0.0;-11.25;0
255;-11.25;0.55;-11.25;0.0;0;255;0.0;-11.25;0
256;-11.25;0.55;-11.25;0.0;0;256;0.0;-11.25;0
257;-11.25;0.55;-11.25;0.0;0;257;0.0;-11.25;0
258;-11.25;0.55;-11.25;0.0;0;258;0.0;-11.25;0
259;-11.25;0.55;-11.25;0.0;0;259;0.0;-11.25;0
260;-11.25;0.55;-11.25;0.0;0;260;0.0;-11.25;0
261;-11.25;0.55;-11.25;0.0;0;261;0.0;-11.25;0
262;-11.25;0.55;-11.25;0.0;0;262;0.0;-11.25;0
263;-11.25;0.55;-11.25;0.0;0;263;0.0;-11.25;0
264;-11.25;0.55;-11.25;0.0;0;264;0.0;-11.25;0
265;-11.25;0.55;-11.25;0.0;0;265;0.0;-11.25;0
266;-11.25;0.55;-11.25;0.0;0;266;0.0;-11.25;0
267;-11.25;0.55;-11.25;0.0;0;267;0.0;-11.25;0
268;-11.25;0.55;-11.25;0.0;0;268;0.0;-11.25;0
269;-11.25;0.55;-11.25;0.0;0;269;0.0;-11.25;0
270;-11.25;0.55;-11.25;0.0;0;270;0.0;-11.25;0
271;-11.25;0.55;-11.25;0.0;0;271;0.0;-11.25;0
272;-11.25;0.55;-11.25;0.0;0;272;0.0;-11.25;0
273;-11.25;0.55;-11.25;0.0;0;273;0.0;-11.25;0
274;-11.25;0.55;-11.25;0.0;0;274;0.0;-11.25;0
275;-11.25;0.55;-11.25;0.0;0;275;0.0;-11.25;0
276;-11.25;0.55;-11.25;0.0;0;276;0.0;-11.25;0
277;-11.25;0.55;-11.25;0.0;0;277;0.0;-11.25;0
278;-11.25;0.55;-11.25;0.0;0;278;0.0;-11.25;0
279;-11.25;0.55;-11.25;0.0;0;279;0.0;-11.25;0
280;-11.25;0.55;-11.25;0.0;0;280;0.0;-11.25;0
281;-11.25;0.55;-11.25;0.0;0;281;0.0;-11.25;0
282;-11.25;0.55;-11.25;0.0;0;282;0.0;-11.25;0
283;-11.25;0.55;-11.25;0.0;0;283;0.0;-11.25;0
284;-11.25;0.55;-11.25;0.0;0;284;0.0;-11.25;0
285;-11.25;0.55;-11.25;0.0;0;285;0.0;-11.25;0
286;-11.25;0.55;-11.25;0.0;0;286;0.0;-11.25;0
287;-11.25;0.55;-11.25;0.0;0;287;0.0;-11.25;0
288;-11.25;0.55;-11.25;0.0;0;288;0.0;-11.25;0
289;-11.25;0.55;-11.25;0.0;0;289;0.0;-11.25;0
290;-11.25;0.55;-11.25;0.0;0;290;0.0;-11.25;0
291;-11.25;0.55;-11.25;0.0;0;291;0.0;-11.25;0
292;-11.25;0.55;-11.25;0.0;0;292;0.0;-11.25;0
293;-11.25;0.55;-11.25;0.0;0;293;0.0;-11.25;0
294;-11.25;0.55;-11.25;0.0;0;294;0.0;-11.25;0
295;-11.25;0.55;-11.25;0.0;0;295;0.0;-11.25;0
296;-11.25;0.55;-11.25;0.0;0;296;0.0;-11.25;0
297;-11.25;0.55;-11.25;0.0;0;297;0.0;-11.25;0
298;-11.25;0.55;-11.25;0.0;0;298;0.0;-11.25;0
299;-11.25;0.55;-11.25;0.0;0;299;0.0;-11.25;0
300;-11.25;0.55;-11.25;0.0;0;300;0.0;-11.25;0
301;-11.25;0.55;-11.25;0.0;0;301;0.0;-11.25;0
302;-11.25;0.55;-11.25;0.0;0;302;0.0;-11.25;0
303;-11.25;0.55;-11.25;0.0;0;303;0.0;-11.25;0
304;-11.25;0.55;-11.25;0.0;0;304;0.0;-11.25;0
305;-11.25;0.55;-11.25;0.0;0;305;0.0;-11.25;0
306;-11.25;0.55;-11.25;0.0;0;306;0.0;-11.25;0
307;-11.25;0.55;-11.25;0.0;0;307;0.0;-11.25;0
308;-11.25;0.55;-11.25;0.0;0;308;0.0;-11.25;0
309;-11.25;0.55;-11.25;0.0;0;309;0.0;-11.25;0
310;-11.25;0.55;-11.25;0.0;0;310;0.0;-11.25;0
311;-11.25;0.55;-11.25;0.0;0;311;0.0;-11.25;0
312;-11.25;0.55;-11.25;0.0;0;312;0.0;-11.25;0
313;-11.25;0.56;-11.25;0.0;0;313;0.0;-11.25;0
314;-11.25;0.56;-11.25;0.0;0;314;0.0;-11.25;0
315;-11.25;0.55;-11.25;0.0;0;315;0.0;-11.25;0
316;-11.25;0.56;-11.25;0.0;0;316;0.0;-11.25;0
317;-11.25;0.56;-11.25;0.0;0;317;0.0;-11.25;0
318;-11.25;0.56;-11.25;0.0;0;318;0.0;-11.25;0
319;-11.25;0.56;-11.25;0.0;0;319;0.0;-11.25;0
320;-11.25;0.56;-11.25;0.0;0;320;0.0;-11.25;0
321;-11.25;0.56;-11.25;0.0;0;321;0.0;-11.25;0
322;-11.25;0.56;-11.25;0.0;0;322;0.0;-11.25;0
323;-11.25;0.56;-11.25;0.0;0;323;0.0;-11.25;0
324;-11.25;0.56;-11.25;0.0;0;324;0.0;-11.25;0
325;-11.25;0.56;-11.25;0.0;0;325;0.0;-11.25;0
326;-11.25;0.56;-11.25;0.0;0;326;0.0;-11.25;0
327;-11.25;0.56;-11.25;0.0;0;327;0.0;-11.25;0
328;-11.25;0.56;-11.25;0.0;0;328;0.0;-11.25;0
329;-11.25;0.56;-11.25;0.0;0;329;0.0;-11.25;0
330;-11.25;0.56;-11.25;0.0;0;330;0.0;-11.25;0
331;-11.25;0.56;-11.25;0.0;0;331;0.0;-11.25;0
332;-11.25;0.56;-11.25;0.0;0;332;0.0;-11.25;0
333;-11.25;0.56;-11.25;0.0;0;333;0.0;-11.25;0
334;-11.25;0.56;-11.25;0.0;0;334;0.0;-11.25;0
335;-11.25;0.56;-11.25;0.0;0;335;0.0;-11.25;0
336;-11.25;0.56;-11.25;0.0;0;336;0.0;-11.25;0
337;-11.25;0.56;-11.25;0.0;0;337;0.0;-11.25;0
338;-11.25;0.56;-11.25;0.0;0;338;0.0;-11.25;0
339;-11.25;0.56;-11.25;0.0;0;339;0.0;-11.25;0
340;-11.25;0.56;-11.25;0.0;0;340;0.0;-11.25;0
341;-11.19;0.56;-11.19;0.0;0;341;0.0600000000000005;-11.238;0
342;-11.19;0.56;-11.19;0.0;0;342;0.0;-11.226;0
343;-11.25;0.56;-11.25;0.0;0;343;-0.0600000000000005;-11.226;0
344;-11.25;0.56;-11.25;0.0;0;344;0.0;-11.226;0
345;-11.25;0.56;-11.25;0.0;0;345;0.0;-11.226;0
346;-11.25;0.56;-11.25;0.0;0;346;0.0;-11.238;0
347;-11.25;0.56;-11.25;0.0;0;347;0.0;-11.25;0
348;-11.25;0.56;-11.25;0.0;0;348;0.0;-11.25;0
349;-11.25;0.56;-11.25;0.0;0;349;0.0;-11.25;0
350;-11.25;0.56;-11.25;0.0;0;350;0.0;-11.25;0
351;-11.25;0.56;-11.25;0.0;0;351;0.0;-11.25;0
352;-11.25;0.56;-11.25;0.0;0;352;0.0;-11.25;0
353;-11.25;0.56;-11.25;0.0;0;353;0.0;-11.25;0
354;-11.25;0.56;-11.25;0.0;0;354;0.0;-11.25;0
355;-11.25;0.56;-11.25;0.0;0;355;0.0;-11.25;0
356;-11.25;0.56;-11.25;0.0;0;356;0.0;-11.25;0
357;-11.25;0.56;-11.25;0.0;0;357;0.0;-11.25;0
358;-11.25;0.56;-11.25;0.0;0;358;0.0;-11.25;0
359;-11.25;0.56;-11.25;0.0;0;359;0.0;-11.25;0
360;-11.25;0.56;-11.25;0.0;0;360;0.0;-11.25;0
361;-11.25;0.56;-11.25;0.0;0;361;0.0;-11.25;0
362;-11.25;0.56;-11.25;0.0;0;362;0.0;-11.25;0
363;-11.19;0.56;-11.19;0.0;0;363;0.0600000000000005;-11.238;0
364;-11.25;0.56;-11.25;0.0;0;364;-0.0600000000000005;-11.238;0
365;-11.25;0.56;-11.25;0.0;0;365;0.0;-11.238;0
366;-11.25;0.56;-11.25;0.0;0;366;0.0;-11.238;0
367;-11.19;0.56;-11.19;0.0;0;367;0.0600000000000005;-11.225999999999999;0
368;-11.25;0.56;-11.25;0.0;0;368;-0.0600000000000005;-11.238;0
369;-11.19;0.56;-11.19;0.0;0;369;0.0600000000000005;-11.225999999999999;0
370;-11.25;0.56;-11.25;0.0;0;370;-0.0600000000000005;-11.225999999999999;0
371;-11.19;0.56;-11.19;0.0;0;371;0.0600000000000005;-11.214;0
372;-11.25;0.56;-11.25;0.0;0;372;-0.0600000000000005;-11.226;0
373;-11.25;0.56;-11.25;0.0;0;373;0.0;-11.226;0
374;-11.25;0.56;-11.25;0.0;0;374;0.0;-11.238;0
375;-11.25;0.57;-11.25;0.0;0;375;0.0;-11.238;0
376;-11.25;0.57;-11.25;0.0;0;376;0.0;-11.25;0
377;-11.25;0.57;-11.25;0.0;0;377;0.0;-11.25;0
378;-11.25;0.57;-11.25;0.0;0;378;0.0;-11.25;0
379;-11.19;0.57;-11.19;0.0;0;379;0.0600000000000005;-11.238;0
380;-11.25;0.57;-11.25;0.0;0;380;-0.0600000000000005;-11.238;0
381;-11.19;0.57;-11.19;0.0;0;381;0.0600000000000005;-11.225999999999999;0
382;-11.25;0.57;-11.25;0.0;0;382;-0.0600000000000005;-11.225999999999999;0
383;-11.25;0.57;-11.25;0.0;0;383;0.0;-11.225999999999999;0
384;-11.19;0.57;-11.19;0.0;0;384;0.0600000000000005;-11.225999999999999;0
385;-11.19;0.57;-11.19;0.0;0;385;0.0;-11.214;0
386;-11.25;0.57;-11.25;0.0;0;386;-0.0600000000000005;-11.226;0
387;-11.25;0.57;-11.25;0.0;0;387;0.0;-11.226;0
388;-11.25;0.57;-11.25;0.0;0;388;0.0;-11.226;0
389;-11.19;0.57;-11.19;0.0;0;389;0.0600000000000005;-11.225999999999999;0
